TrialIndex,Participant,Type,Length,SelectC,RT,PresenPos
904,6,O,50,0,573,cs
905,6,O,70,0,625,sc
906,6,O,60,0,557,cs
907,6,O,80,0,779,cs
908,6,O,90,0,628,sc
909,6,O,110,1,1466,cs
910,6,O,140,1,712,sc
911,6,I,130,1,646,cs
912,6,I,60,0,611,cs
913,6,I,140,1,529,cs
914,6,O,90,0,783,cs
915,6,I,100,1,1233,cs
916,6,I,90,0,1576,sc
917,6,I,80,1,1048,cs
918,6,O,50,0,532,sc
919,6,O,80,0,540,cs
920,6,O,130,1,954,cs
921,6,O,70,0,553,cs
922,6,I,140,1,515,cs
923,6,I,120,1,538,cs
924,6,I,50,0,940,sc
925,6,I,100,1,1105,sc
926,6,O,140,1,586,cs
927,6,O,50,0,624,cs
928,6,O,90,0,677,sc
929,6,I,150,1,646,cs
930,6,O,80,0,659,sc
931,6,O,100,0,690,cs
932,6,I,120,1,718,cs
933,6,O,110,1,856,cs
934,6,O,110,0,667,sc
935,6,O,110,0,583,sc
936,6,O,120,1,1326,cs
937,6,O,80,0,674,sc
938,6,O,120,0,903,sc
939,6,O,60,0,545,cs
940,6,I,60,0,765,cs
941,6,O,110,0,494,sc
942,6,I,80,0,785,sc
943,6,O,90,0,628,cs
944,6,I,90,0,1103,cs
945,6,O,60,0,458,cs
946,6,I,100,1,1104,sc
947,6,O,120,1,536,cs
948,6,O,60,0,683,sc
949,6,I,80,0,633,cs
950,6,O,140,0,490,sc
951,6,O,130,1,533,cs
952,6,I,150,1,619,sc
953,6,I,110,1,616,sc
954,6,O,100,0,878,sc
955,6,O,110,0,734,cs
956,6,I,80,0,542,cs
957,6,I,120,1,657,sc
958,6,O,140,1,495,cs
959,6,O,80,0,586,cs
960,6,O,150,1,620,sc
961,6,O,60,0,518,sc
962,6,I,50,0,602,sc
963,6,O,70,0,535,cs
964,6,O,150,1,756,sc
965,6,I,120,1,718,cs
966,6,O,100,0,659,cs
967,6,O,70,0,587,sc
968,6,I,140,1,549,cs
969,6,O,140,1,647,cs
970,6,O,150,1,540,cs
971,6,O,130,1,613,cs
972,6,I,110,1,558,sc
973,6,O,150,1,740,sc
974,6,O,120,1,1106,cs
975,6,I,80,0,939,sc
976,6,I,90,0,1006,sc
977,6,O,80,0,613,sc
978,6,I,90,1,1325,cs
979,6,I,80,0,1212,sc
980,6,I,100,1,1099,cs
981,6,I,110,1,616,cs
982,6,I,90,0,702,sc
983,6,O,90,0,706,sc
984,6,O,130,1,564,sc
985,6,I,60,0,726,cs
986,6,O,70,0,476,sc
987,6,I,130,1,723,sc
988,6,I,120,1,592,cs
989,6,O,60,0,571,sc
990,6,I,110,1,1109,cs
991,6,O,50,0,573,sc
992,6,I,110,1,499,sc
993,6,O,120,0,494,sc
994,6,O,120,0,570,sc
995,6,O,140,0,550,cs
996,6,O,50,0,382,sc
997,6,I,50,0,596,sc
998,6,O,70,0,394,cs
999,6,O,90,0,689,cs
1000,6,I,70,0,675,cs
1001,6,I,120,0,488,sc
1002,6,I,120,1,619,sc
1003,6,O,80,0,600,sc
1004,6,I,140,1,504,sc
1005,6,I,80,0,1166,cs
1006,6,I,110,1,732,cs
1007,6,I,90,1,725,sc
1008,6,I,100,0,663,sc
1009,6,I,60,0,494,sc
1010,6,O,90,0,471,cs
1011,6,I,60,0,557,sc
1012,6,O,130,0,594,sc
1013,6,I,70,0,500,sc
1014,6,I,100,1,473,sc
1015,6,I,70,0,1134,cs
1016,6,I,140,1,729,sc
1017,6,I,150,1,536,cs
1018,6,I,150,1,515,sc
1019,6,I,140,1,566,sc
1020,6,I,130,1,466,cs
1021,6,I,130,1,528,sc
1022,6,O,150,1,428,cs
1023,6,I,140,1,597,sc
1024,6,O,130,1,419,cs
1025,6,I,90,0,807,cs
1026,6,I,50,0,530,cs
1027,6,I,130,1,614,sc
1028,6,I,70,0,672,cs
1029,6,O,70,0,529,cs
1030,6,I,60,0,592,sc
1031,6,I,140,1,448,cs
1032,6,O,150,1,566,sc
1033,6,I,150,1,557,sc
1034,6,I,60,0,771,cs
1035,6,O,120,0,468,sc
1036,6,I,150,1,485,cs
1037,6,O,100,0,504,cs
1038,6,O,100,0,358,sc
1039,6,I,50,0,643,sc
1040,6,I,130,1,764,cs
1041,6,I,70,0,497,cs
1042,6,O,50,0,514,cs
1043,6,O,80,0,442,cs
1044,6,O,140,1,707,sc
1045,6,I,70,0,480,sc
1046,6,O,90,0,452,sc
1047,6,I,70,0,410,sc
1048,6,O,50,0,412,cs
1049,6,I,150,1,516,sc
1050,6,O,100,0,523,sc
1051,6,O,120,0,586,cs
1052,6,O,130,0,398,sc
1053,6,I,130,1,519,cs
1054,6,I,110,0,834,cs
1055,6,I,100,1,402,cs
1056,6,O,60,0,494,sc
1057,7,I,110,1,1576,sc
1058,7,O,80,0,889,sc
1059,7,I,140,1,701,sc
1060,7,O,140,1,1368,sc
1061,7,I,140,1,1011,sc
1062,7,I,100,1,1233,cs
1063,7,O,90,0,683,sc
1064,7,I,130,1,742,cs
1065,7,O,70,0,1022,sc
1066,7,I,110,1,1726,cs
1067,7,I,140,1,598,sc
1068,7,O,150,1,864,sc
1069,7,O,100,0,3516,sc
1070,7,O,100,0,1933,cs
1071,7,O,110,1,1214,cs
1072,7,I,110,1,1155,cs
1073,7,I,120,1,744,sc
1074,7,O,130,1,943,cs
1075,7,O,130,1,2398,sc
1076,7,I,70,0,884,cs
1077,7,O,100,0,1446,cs
1078,7,O,70,0,1301,cs
1079,7,I,90,1,837,cs
1080,7,I,120,1,830,sc
1081,7,O,120,0,627,sc
1082,7,O,110,1,1058,cs
1083,7,O,130,1,725,cs
1084,7,O,80,0,582,cs
1085,7,O,50,0,596,cs
1086,7,O,110,1,827,cs
1087,7,I,140,1,919,cs
1088,7,O,80,0,566,cs
1089,7,I,90,0,1363,cs
1090,7,O,140,0,941,sc
1091,7,O,150,1,834,sc
1092,7,I,130,1,632,sc
1093,7,O,50,0,645,sc
1094,7,O,60,0,619,sc
1095,7,I,80,0,1150,sc
1096,7,O,150,1,757,cs
1097,7,I,110,1,1052,cs
1098,7,I,50,0,1765,sc
1099,7,O,50,0,617,sc
1100,7,I,120,1,1741,cs
1101,7,O,90,0,559,cs
1102,7,I,90,1,749,cs
1103,7,I,110,1,926,sc
1104,7,O,50,0,590,sc
1105,7,I,100,1,734,cs
1106,7,I,70,0,620,cs
1107,7,O,150,1,704,sc
1108,7,I,100,0,1870,sc
1109,7,I,90,0,830,sc
1110,7,O,60,0,479,cs
1111,7,I,70,0,473,sc
1112,7,I,60,0,734,cs
1113,7,I,60,0,598,sc
1114,7,I,150,1,681,sc
1115,7,I,60,0,590,sc
1116,7,O,100,0,2766,sc
1117,7,O,140,1,612,sc
1118,7,I,70,1,1310,sc
1119,7,O,100,0,620,cs
1120,7,I,140,1,637,sc
1121,7,O,120,1,1298,cs
1122,7,O,140,1,778,sc
1123,7,O,110,0,1494,cs
1124,7,I,100,1,839,cs
1125,7,I,80,0,842,sc
1126,7,O,80,0,585,sc
1127,7,I,120,1,990,cs
1128,7,O,130,1,996,cs
1129,7,O,50,0,549,cs
1130,7,O,130,1,942,sc
1131,7,I,110,1,1580,sc
1132,7,I,90,0,591,sc
1133,7,O,140,1,653,cs
1134,7,O,140,1,891,cs
1135,7,I,100,1,1130,cs
1136,7,O,90,0,505,sc
1137,7,O,120,0,1469,cs
1138,7,I,60,0,1269,cs
1139,7,O,60,0,689,cs
1140,7,O,120,1,1046,cs
1141,7,I,90,0,1958,sc
1142,7,O,150,1,535,cs
1143,7,I,80,1,870,cs
1144,7,I,130,1,700,sc
1145,7,I,120,1,563,cs
1146,7,I,100,1,1577,sc
1147,7,O,110,0,35806,sc
1148,7,I,50,0,629,cs
1149,7,O,150,1,801,cs
1150,7,I,110,1,1072,cs
1151,7,I,120,1,873,sc
1152,7,I,70,0,5158,cs
1153,7,O,70,0,503,cs
1154,7,I,50,0,588,sc
1155,7,O,80,0,798,sc
1156,7,O,100,0,879,sc
1157,7,I,80,1,1694,cs
1158,7,O,70,0,540,sc
1159,7,I,50,0,949,sc
1160,7,O,70,0,924,sc
1161,7,O,80,0,606,cs
1162,7,O,150,1,720,sc
1163,7,I,50,0,767,cs
1164,7,I,130,1,797,sc
1165,7,I,130,1,782,sc
1166,7,I,150,1,473,sc
1167,7,I,120,1,997,sc
1168,7,O,130,0,452,sc
1169,7,O,70,0,558,sc
1170,7,O,120,1,1649,cs
1171,7,O,60,0,494,sc
1172,7,I,150,1,566,cs
1173,7,O,130,0,2461,sc
1174,7,O,110,0,1225,sc
1175,7,I,130,1,630,cs
1176,7,O,120,0,1229,sc
1177,7,I,90,0,989,sc
1178,7,O,60,0,524,sc
1179,7,I,150,1,487,sc
1180,7,O,100,1,925,cs
1181,7,I,80,0,470,sc
1182,7,O,50,0,501,cs
1183,7,O,110,0,460,sc
1184,7,I,140,1,703,cs
1185,7,O,100,0,1098,sc
1186,7,I,60,0,485,cs
1187,7,O,110,0,508,sc
1188,7,O,60,0,575,cs
1189,7,I,70,0,581,cs
1190,7,I,120,1,595,cs
1191,7,O,90,0,606,cs
1192,7,I,130,1,481,cs
1193,7,O,70,0,575,cs
1194,7,O,50,0,1940,cs
1195,7,I,70,0,1062,sc
1196,7,I,80,0,820,cs
1197,7,I,80,0,1054,sc
1198,7,I,150,1,614,cs
1199,7,I,150,1,550,sc
1200,7,I,140,1,514,cs
1201,7,O,50,0,613,sc
1202,7,I,50,0,764,cs
1203,7,O,120,1,1870,sc
1204,7,I,140,1,654,cs
1205,7,I,130,1,823,cs
1206,7,O,140,1,1313,cs
1207,7,I,90,0,3062,cs
1208,7,O,130,1,10183,cs
1209,7,O,150,1,510,cs
1210,7,I,110,1,622,sc
1211,7,O,90,0,549,sc
1212,7,O,70,0,521,cs
1213,7,I,100,1,1084,sc
1214,7,I,80,1,1069,cs
1215,7,O,60,0,575,cs
1216,7,O,120,1,1312,sc
1217,7,O,80,0,648,cs
1218,7,I,60,0,1263,sc
1219,7,I,60,0,484,cs
1220,7,O,60,0,588,sc
1221,7,O,90,0,510,cs
1222,7,I,60,0,952,sc
1223,7,I,50,0,759,sc
1224,7,I,100,1,1178,sc
1225,7,O,80,0,605,sc
1226,7,I,150,1,710,cs
1227,7,I,150,1,757,cs
1228,7,O,90,0,638,cs
1229,7,I,50,0,502,cs
1230,7,I,70,0,738,sc
1231,7,O,140,0,485,cs
1232,7,O,90,0,1949,sc
1233,8,O,140,1,1410,cs
1234,8,I,150,1,874,sc
1235,8,O,110,0,1732,sc
1236,8,O,70,0,1023,cs
1237,8,O,90,0,1589,cs
1238,8,I,150,1,1160,cs
1239,8,I,70,0,1081,cs
1240,8,O,80,0,1259,sc
1241,8,I,130,1,775,sc
1242,8,O,100,0,1438,sc
1243,8,I,70,0,745,cs
1244,8,O,50,0,823,cs
1245,8,O,80,0,1610,cs
1246,8,I,80,1,2435,cs
1247,8,O,50,0,747,sc
1248,8,I,60,0,657,cs
1249,8,I,60,0,622,sc
1250,8,O,120,0,1313,sc
1251,8,I,120,1,811,sc
1252,8,O,100,0,918,sc
1253,8,O,150,1,875,cs
1254,8,I,110,1,1621,sc
1255,8,O,130,1,930,sc
1256,8,O,110,1,1487,sc
1257,8,O,60,0,819,sc
1258,8,O,120,1,1532,cs
1259,8,I,60,0,743,cs
1260,8,I,120,1,928,sc
1261,8,O,80,0,863,cs
1262,8,I,130,1,759,cs
1263,8,O,70,0,657,cs
1264,8,I,90,1,1312,cs
1265,8,I,140,1,576,cs
1266,8,O,110,0,1302,cs
1267,8,I,70,0,712,sc
1268,8,I,80,0,1542,sc
1269,8,I,130,1,848,sc
1270,8,O,150,1,768,sc
1271,8,I,50,0,877,sc
1272,8,O,50,0,620,cs
1273,8,O,100,0,1123,cs
1274,8,I,80,1,1280,cs
1275,8,I,100,1,1257,sc
1276,8,I,110,1,662,sc
1277,8,I,130,1,695,cs
1278,8,O,150,1,904,sc
1279,8,O,130,1,975,sc
1280,8,O,120,1,1704,sc
1281,8,I,80,0,1226,cs
1282,8,O,60,0,688,sc
1283,8,I,120,1,899,sc
1284,8,I,50,0,651,sc
1285,8,O,50,0,694,cs
1286,8,I,100,1,1712,cs
1287,8,I,140,1,561,cs
1288,8,O,70,0,674,cs
1289,8,I,90,0,1117,sc
1290,8,I,100,1,1635,cs
1291,8,O,80,0,669,sc
1292,8,I,150,1,549,sc
1293,8,O,110,1,976,sc
1294,8,O,60,0,505,sc
1295,8,I,150,1,621,cs
1296,8,I,60,0,742,sc
1297,8,I,110,1,998,sc
1298,8,O,100,0,670,cs
1299,8,O,90,0,855,cs
1300,8,O,120,0,541,sc
1301,8,O,140,1,546,sc
1302,8,I,130,1,574,sc
1303,8,I,50,0,1015,cs
1304,8,O,130,1,694,cs
1305,8,O,60,0,811,cs
1306,8,I,100,0,607,sc
1307,8,O,110,0,801,cs
1308,8,O,100,0,1188,sc
1309,8,O,90,0,1239,cs
1310,8,O,80,0,825,sc
1311,8,I,150,1,637,sc
1312,8,O,60,0,757,cs
1313,8,O,60,0,743,cs
1314,8,I,150,1,682,sc
1315,8,O,70,0,944,cs
1316,8,I,70,0,733,sc
1317,8,I,150,1,688,cs
1318,8,O,50,0,602,cs
1319,8,I,120,1,640,cs
1320,8,O,80,0,697,cs
1321,8,O,150,1,786,sc
1322,8,O,80,0,847,cs
1323,8,I,60,0,965,cs
1324,8,O,70,0,629,sc
1325,8,O,120,1,1188,cs
1326,8,O,110,0,1301,sc
1327,8,I,60,0,565,sc
1328,8,I,110,1,1452,cs
1329,8,I,120,1,766,cs
1330,8,I,70,0,906,cs
1331,8,O,130,1,860,cs
1332,8,I,120,1,603,cs
1333,8,I,50,0,672,cs
1334,8,I,90,0,1292,sc
1335,8,O,120,1,704,cs
1336,8,I,100,1,789,cs
1337,8,I,110,1,648,cs
1338,8,O,150,1,624,cs
1339,8,O,120,1,1009,cs
1340,8,I,80,0,827,sc
1341,8,O,130,1,910,sc
1342,8,O,130,1,750,sc
1343,8,I,140,1,561,sc
1344,8,I,150,1,581,cs
1345,8,I,140,1,816,sc
1346,8,I,100,0,1401,sc
1347,8,O,120,0,589,sc
1348,8,O,140,1,954,sc
1349,8,I,130,1,669,sc
1350,8,O,60,0,665,cs
1351,8,I,60,0,793,sc
1352,8,O,140,1,1159,cs
1353,8,O,90,0,609,sc
1354,8,O,110,1,1032,cs
1355,8,O,70,0,583,sc
1356,8,I,110,1,1310,cs
1357,8,I,70,0,526,sc
1358,8,I,120,1,729,cs
1359,8,I,50,0,850,cs
1360,8,I,90,0,1041,cs
1361,8,O,50,0,567,sc
1362,8,O,50,0,470,sc
1363,8,I,140,1,833,sc
1364,8,O,90,0,1050,cs
1365,8,O,130,1,750,cs
1366,8,I,90,0,608,sc
1367,8,O,100,0,557,cs
1368,8,I,140,1,527,cs
1369,8,I,70,0,770,sc
1370,8,I,140,1,664,sc
1371,8,O,100,0,775,sc
1372,8,O,140,1,785,sc
1373,8,I,80,0,1067,cs
1374,8,I,50,0,575,sc
1375,8,I,110,1,809,cs
1376,8,O,60,0,573,sc
1377,8,O,70,0,778,sc
1378,8,O,150,1,752,cs
1379,8,I,90,0,1025,cs
1380,8,I,70,0,727,cs
1381,8,O,70,0,587,sc
1382,8,O,130,1,907,cs
1383,8,O,90,0,569,sc
1384,8,I,80,0,404,sc
1385,8,O,110,1,1083,cs
1386,8,I,90,0,1047,cs
1387,8,O,150,1,598,cs
1388,8,I,80,0,1259,sc
1389,8,I,60,0,710,cs
1390,8,O,90,0,744,sc
1391,8,I,100,1,1131,cs
1392,8,O,80,0,633,sc
1393,8,O,100,0,564,cs
1394,8,I,110,1,1488,sc
1395,8,O,50,0,536,sc
1396,8,I,100,1,730,sc
1397,8,O,140,1,701,cs
1398,8,O,150,1,831,sc
1399,8,I,120,1,1117,sc
1400,8,I,130,1,616,cs
1401,8,I,140,1,486,cs
1402,8,I,90,0,875,sc
1403,8,O,90,0,615,sc
1404,8,O,140,1,976,sc
1405,8,I,50,0,629,sc
1406,8,I,130,1,900,cs
1407,8,O,140,1,630,cs
1408,8,I,50,0,672,cs
1409,9,O,130,1,1968,sc
1410,9,O,140,1,1685,cs
1411,9,I,110,1,1246,sc
1412,9,O,50,0,948,sc
1413,9,I,120,1,1088,sc
1414,9,I,60,0,1062,cs
1415,9,I,140,1,1069,cs
1416,9,I,80,0,1645,sc
1417,9,I,120,1,913,sc
1418,9,I,130,1,865,cs
1419,9,O,50,0,792,cs
1420,9,O,150,1,791,sc
1421,9,O,130,1,2553,sc
1422,9,O,100,0,904,sc
1423,9,I,50,0,1121,cs
1424,9,I,100,0,1083,cs
1425,9,I,120,1,691,sc
1426,9,I,90,1,1867,cs
1427,9,O,80,0,783,sc
1428,9,I,140,1,918,cs
1429,9,I,80,0,747,cs
1430,9,I,60,0,970,sc
1431,9,I,110,1,1541,cs
1432,9,O,150,1,552,sc
1433,9,O,150,1,752,cs
1434,9,O,50,0,608,cs
1435,9,O,80,0,667,cs
1436,9,O,140,1,688,cs
1437,9,O,120,0,4412,sc
1438,9,I,150,1,718,sc
1439,9,I,150,1,623,sc
1440,9,O,70,0,682,sc
1441,9,O,90,0,652,cs
1442,9,O,110,0,1427,cs
1443,9,O,120,0,1647,sc
1444,9,I,50,0,570,cs
1445,9,I,80,0,1501,cs
1446,9,I,90,1,820,sc
1447,9,I,90,1,3153,sc
1448,9,I,150,1,609,cs
1449,9,O,60,0,610,sc
1450,9,I,70,0,780,cs
1451,9,I,130,1,618,sc
1452,9,I,50,0,685,sc
1453,9,O,90,0,596,sc
1454,9,I,60,0,921,sc
1455,9,I,130,1,670,cs
1456,9,I,150,1,519,sc
1457,9,I,120,1,669,cs
1458,9,I,60,0,565,cs
1459,9,O,110,0,624,cs
1460,9,O,90,0,646,cs
1461,9,O,150,1,634,cs
1462,9,I,140,1,586,sc
1463,9,O,90,0,537,sc
1464,9,O,140,1,893,sc
1465,9,O,50,1,776,cs
1466,9,O,50,0,912,sc
1467,9,O,110,0,1019,cs
1468,9,I,90,0,1349,sc
1469,9,O,120,0,575,sc
1470,9,O,120,1,807,cs
1471,9,I,100,1,1184,cs
1472,9,I,70,0,931,sc
1473,9,I,70,0,955,sc
1474,9,I,70,0,1976,sc
1475,9,O,90,0,1599,sc
1476,9,O,60,0,632,cs
1477,9,O,140,1,873,cs
1478,9,I,110,1,1264,sc
1479,9,O,80,0,897,cs
1480,9,O,90,0,586,sc
1481,9,I,110,1,1157,cs
1482,9,I,90,0,3737,cs
1483,9,O,60,0,548,sc
1484,9,O,100,0,568,cs
1485,9,O,140,0,1032,sc
1486,9,I,70,0,848,cs
1487,9,O,80,0,739,cs
1488,9,O,70,0,792,cs
1489,9,O,100,0,717,sc
1490,9,O,60,0,1067,cs
1491,9,I,80,0,3051,sc
1492,9,O,150,1,1876,cs
1493,9,O,70,0,787,sc
1494,9,O,150,1,1604,sc
1495,9,I,70,0,1043,cs
1496,9,O,130,1,1158,cs
1497,9,O,120,0,1112,cs
1498,9,I,100,1,1318,sc
1499,9,I,70,0,749,sc
1500,9,I,110,1,1557,sc
1501,9,O,90,0,705,cs
1502,9,I,110,1,820,cs
1503,9,I,130,1,946,sc
1504,9,I,110,0,1472,sc
1505,9,O,70,0,943,cs
1506,9,O,150,1,1127,sc
1507,9,I,60,0,620,sc
1508,9,I,60,0,672,cs
1509,9,I,130,1,662,cs
1510,9,O,80,0,640,sc
1511,9,I,140,1,625,sc
1512,9,O,130,1,725,cs
1513,9,I,140,1,572,sc
1514,9,O,100,1,712,cs
1515,9,I,80,1,2356,sc
1516,9,I,130,1,623,sc
1517,9,I,80,0,1098,cs
1518,9,I,100,1,1410,sc
1519,9,O,60,0,631,cs
1520,9,O,50,0,605,sc
1521,9,I,120,1,908,cs
1522,9,O,130,0,639,cs
1523,9,O,60,0,602,sc
1524,9,I,110,1,776,cs
1525,9,O,70,0,461,cs
1526,9,I,150,1,567,sc
1527,9,O,110,0,620,sc
1528,9,I,50,0,788,sc
1529,9,I,120,1,762,cs
1530,9,O,100,0,737,sc
1531,9,I,50,0,515,cs
1532,9,O,80,0,706,cs
1533,9,O,130,0,746,sc
1534,9,I,80,0,982,sc
1535,9,I,150,1,652,cs
1536,9,I,70,0,484,cs
1537,9,I,90,1,2277,cs
1538,9,O,110,0,551,sc
1539,9,I,100,0,607,cs
1540,9,O,100,0,492,sc
1541,9,O,50,0,525,cs
1542,9,O,120,0,692,cs
1543,9,I,140,1,1109,cs
1544,9,I,120,1,873,cs
1545,9,O,60,0,612,sc
1546,9,I,150,1,809,cs
1547,9,O,70,0,552,cs
1548,9,I,140,1,555,cs
1549,9,O,110,0,572,cs
1550,9,O,140,0,530,sc
1551,9,I,60,0,622,sc
1552,9,O,140,1,1439,cs
1553,9,I,100,1,3125,cs
1554,9,O,80,0,581,sc
1555,9,O,70,0,656,sc
1556,9,I,90,1,1897,sc
1557,9,I,130,1,685,cs
1558,9,O,70,0,617,sc
1559,9,I,150,1,596,cs
1560,9,O,150,1,837,cs
1561,9,O,100,0,517,cs
1562,9,O,120,0,1523,sc
1563,9,O,100,0,1214,cs
1564,9,I,100,1,755,sc
1565,9,I,130,1,580,sc
1566,9,O,50,0,591,sc
1567,9,I,50,0,842,sc
1568,9,I,60,0,672,cs
1569,9,I,50,0,929,sc
1570,9,I,50,0,594,cs
1571,9,I,120,1,756,sc
1572,9,O,90,0,1367,cs
1573,9,I,140,1,792,sc
1574,9,O,110,0,658,sc
1575,9,I,90,0,686,cs
1576,9,O,110,0,541,sc
1577,9,I,100,1,844,sc
1578,9,O,60,0,666,cs
1579,9,O,130,1,982,sc
1580,9,O,80,0,588,sc
1581,9,O,130,1,2203,cs
1582,9,I,80,0,1286,cs
1583,9,O,140,1,1213,sc
1584,9,O,120,1,2415,cs
1585,10,I,140,1,2465,sc
1586,10,O,150,1,1673,cs
1587,10,I,130,1,1808,cs
1588,10,I,110,1,6798,cs
1589,10,I,60,0,1375,sc
1590,10,O,60,0,1171,cs
1591,10,O,50,0,2671,sc
1592,10,O,80,0,964,cs
1593,10,I,70,0,3120,cs
1594,10,I,150,1,1067,cs
1595,10,O,150,1,1517,sc
1596,10,I,140,1,1106,cs
1597,10,I,90,0,2129,sc
1598,10,O,120,0,2522,cs
1599,10,O,80,0,1198,cs
1600,10,I,50,0,1102,sc
1601,10,I,120,1,1334,sc
1602,10,I,150,1,866,sc
1603,10,O,90,0,1291,cs
1604,10,I,100,1,4196,cs
1605,10,I,70,0,1280,cs
1606,10,O,90,0,918,sc
1607,10,I,60,0,1112,sc
1608,10,I,50,0,958,sc
1609,10,O,130,1,1643,sc
1610,10,O,100,0,1599,cs
1611,10,O,70,0,1158,cs
1612,10,O,50,0,931,cs
1613,10,O,50,0,868,sc
1614,10,O,100,0,1116,cs
1615,10,O,100,0,1117,cs
1616,10,O,110,0,2370,cs
1617,10,I,140,1,967,cs
1618,10,O,50,0,828,sc
1619,10,O,80,0,822,cs
1620,10,O,60,0,790,cs
1621,10,O,130,0,3252,cs
1622,10,I,120,1,2257,sc
1623,10,I,50,0,891,cs
1624,10,O,50,0,729,cs
1625,10,O,140,1,2469,cs
1626,10,I,120,1,720,cs
1627,10,O,150,1,1056,sc
1628,10,O,100,0,1120,sc
1629,10,I,90,1,2223,sc
1630,10,I,150,1,738,sc
1631,10,O,60,0,780,sc
1632,10,O,130,1,1306,sc
1633,10,I,130,1,930,cs
1634,10,O,120,0,1806,sc
1635,10,O,70,0,1202,sc
1636,10,O,110,0,2830,sc
1637,10,I,110,1,1512,sc
1638,10,I,150,1,759,sc
1639,10,I,100,1,3964,sc
1640,10,I,100,1,2561,cs
1641,10,O,80,0,1026,sc
1642,10,O,120,1,3338,sc
1643,10,I,140,1,723,sc
1644,10,O,110,0,3449,sc
1645,10,I,90,0,2302,cs
1646,10,I,50,0,1582,sc
1647,10,O,80,0,958,sc
1648,10,O,100,0,3846,cs
1649,10,I,100,1,1242,cs
1650,10,O,110,0,2121,cs
1651,10,I,70,0,1044,sc
1652,10,I,130,1,1483,sc
1653,10,I,150,1,715,sc
1654,10,O,110,0,1730,cs
1655,10,I,70,0,978,sc
1656,10,O,110,1,3450,sc
1657,10,I,80,0,1597,cs
1658,10,O,140,1,2277,cs
1659,10,I,60,0,1016,cs
1660,10,O,60,0,1791,sc
1661,10,O,70,0,871,sc
1662,10,I,50,0,874,sc
1663,10,I,90,0,2171,sc
1664,10,O,70,0,815,cs
1665,10,O,140,1,1449,cs
1666,10,I,130,1,840,cs
1667,10,I,140,1,800,cs
1668,10,I,130,1,831,sc
1669,10,I,150,1,714,cs
1670,10,O,60,0,796,sc
1671,10,I,90,0,1878,cs
1672,10,I,130,1,710,cs
1673,10,O,90,0,930,cs
1674,10,I,120,1,1063,sc
1675,10,O,90,0,1201,cs
1676,10,O,130,1,3706,cs
1677,10,I,120,1,748,cs
1678,10,I,60,0,908,cs
1679,10,I,100,0,2372,cs
1680,10,O,150,1,1025,sc
1681,10,I,120,1,1128,cs
1682,10,I,110,1,1448,cs
1683,10,O,140,0,1338,cs
1684,10,O,70,0,967,sc
1685,10,I,80,0,1580,sc
1686,10,I,60,0,894,cs
1687,10,I,80,0,1250,sc
1688,10,I,80,0,1780,sc
1689,10,O,150,1,1805,cs
1690,10,O,90,0,975,sc
1691,10,I,90,1,2142,cs
1692,10,O,130,1,1172,sc
1693,10,I,150,1,991,cs
1694,10,I,110,1,1958,cs
1695,10,O,120,1,2862,cs
1696,10,O,150,1,713,cs
1697,10,O,120,0,1343,cs
1698,10,O,90,0,1420,sc
1699,10,O,150,1,1138,sc
1700,10,I,100,1,1193,sc
1701,10,I,120,1,2155,sc
1702,10,O,70,0,1461,cs
1703,10,O,110,0,7318,cs
1704,10,O,130,1,2489,cs
1705,10,O,140,1,854,sc
1706,10,I,80,0,938,sc
1707,10,O,150,1,975,cs
1708,10,O,100,0,954,sc
1709,10,I,90,1,1162,sc
1710,10,O,120,0,1701,cs
1711,10,O,60,0,680,cs
1712,10,I,130,1,1101,sc
1713,10,I,90,1,1846,cs
1714,10,I,80,0,2032,cs
1715,10,I,100,1,877,sc
1716,10,O,100,0,1422,sc
1717,10,I,70,0,1117,cs
1718,10,I,60,0,944,sc
1719,10,I,50,0,807,cs
1720,10,O,60,0,808,cs
1721,10,I,70,0,848,sc
1722,10,I,50,0,756,cs
1723,10,O,140,1,1269,sc
1724,10,O,80,0,842,cs
1725,10,I,120,1,763,cs
1726,10,O,120,1,1374,sc
1727,10,I,70,0,857,sc
1728,10,I,110,1,1351,sc
1729,10,O,80,0,754,sc
1730,10,I,140,1,1110,cs
1731,10,I,110,1,1364,sc
1732,10,I,110,1,11567,sc
1733,10,O,130,1,949,sc
1734,10,O,50,0,708,cs
1735,10,O,50,0,1093,sc
1736,10,O,140,1,950,sc
1737,10,I,60,0,683,sc
1738,10,O,80,0,652,sc
1739,10,O,50,0,656,cs
1740,10,I,140,1,884,sc
1741,10,I,130,1,850,sc
1742,10,I,110,1,680,cs
1743,10,O,130,0,1490,cs
1744,10,I,140,1,785,sc
1745,10,O,90,0,1003,cs
1746,10,I,100,1,1960,sc
1747,10,O,90,0,606,sc
1748,10,O,60,0,639,sc
1749,10,I,70,0,851,cs
1750,10,I,50,0,654,cs
1751,10,O,100,0,1109,sc
1752,10,I,60,0,1710,cs
1753,10,O,110,0,2281,sc
1754,10,I,80,0,1459,cs
1755,10,I,80,0,783,cs
1756,10,I,150,1,720,cs
1757,10,O,70,0,716,cs
1758,10,O,140,1,914,sc
1759,10,O,70,0,841,sc
1760,10,O,120,0,1520,sc
1761,11,O,110,0,4624,sc
1762,11,I,130,1,656,sc
1763,11,O,70,0,601,sc
1764,11,I,130,1,708,cs
