TrialIndex,Participant,Type,Length,SelectC,RT,PresenPos
1765,11,O,100,0,1291,sc
1766,11,O,60,0,588,cs
1767,11,I,110,1,710,sc
1768,11,I,120,1,534,cs
1769,11,I,130,1,466,cs
1770,11,I,70,0,625,cs
1771,11,I,100,1,479,sc
1772,11,I,120,1,434,sc
1773,11,I,60,0,423,sc
1774,11,I,80,0,720,sc
1775,11,I,140,1,505,cs
1776,11,O,140,1,438,sc
1777,11,I,90,1,943,sc
1778,11,O,50,0,517,cs
1779,11,I,60,0,751,cs
1780,11,O,70,0,539,sc
1781,11,I,100,1,641,cs
1782,11,O,100,0,455,sc
1783,11,I,70,0,408,cs
1784,11,I,90,0,873,cs
1785,11,O,150,1,619,sc
1786,11,O,80,0,714,cs
1787,11,O,130,1,668,sc
1788,11,O,110,1,905,cs
1789,11,I,110,1,482,cs
1790,11,I,120,1,494,cs
1791,11,O,70,0,421,cs
1792,11,O,120,0,446,cs
1793,11,O,90,0,473,cs
1794,11,O,70,0,376,cs
1795,11,I,60,0,399,sc
1796,11,I,60,0,645,sc
1797,11,O,120,0,405,cs
1798,11,O,50,0,436,sc
1799,11,I,70,0,527,cs
1800,11,I,140,1,477,sc
1801,11,O,60,0,505,cs
1802,11,O,130,0,392,sc
1803,11,I,140,1,570,cs
1804,11,I,80,0,626,cs
1805,11,O,120,1,2168,sc
1806,11,I,70,0,636,sc
1807,11,O,80,0,404,cs
1808,11,I,110,1,709,cs
1809,11,O,110,0,474,sc
1810,11,I,140,1,426,sc
1811,11,I,50,0,518,sc
1812,11,I,90,0,355,sc
1813,11,I,130,1,366,sc
1814,11,O,110,0,356,cs
1815,11,I,100,1,909,sc
1816,11,I,60,0,398,sc
1817,11,I,110,1,534,cs
1818,11,O,130,1,534,cs
1819,11,O,130,1,388,cs
1820,11,O,70,0,396,sc
1821,11,I,140,1,366,sc
1822,11,O,140,0,360,sc
1823,11,O,50,0,414,sc
1824,11,I,140,1,404,sc
1825,11,I,140,1,360,cs
1826,11,O,90,0,383,sc
1827,11,O,70,0,325,sc
1828,11,I,130,1,464,sc
1829,11,I,140,1,386,cs
1830,11,O,60,0,376,sc
1831,11,I,70,0,356,sc
1832,11,O,120,0,465,sc
1833,11,O,60,0,404,sc
1834,11,I,80,0,402,sc
1835,11,O,60,0,410,sc
1836,11,I,70,0,380,cs
1837,11,I,120,1,466,sc
1838,11,O,50,0,357,sc
1839,11,I,50,0,342,sc
1840,11,I,110,1,435,sc
1841,11,O,120,0,384,sc
1842,11,O,100,1,468,cs
1843,11,I,110,1,793,sc
1844,11,O,120,0,445,sc
1845,11,I,100,1,386,cs
1846,11,O,130,1,418,cs
1847,11,I,100,1,424,cs
1848,11,O,150,1,384,cs
1849,11,I,130,1,395,cs
1850,11,I,90,1,447,sc
1851,11,I,100,1,597,sc
1852,11,O,140,1,678,sc
1853,11,I,50,0,681,cs
1854,11,O,100,1,627,cs
1855,11,I,150,1,411,sc
1856,11,O,140,1,366,cs
1857,11,O,90,0,375,sc
1858,11,O,60,0,425,cs
1859,11,I,150,1,384,cs
1860,11,I,150,1,363,sc
1861,11,I,120,1,509,sc
1862,11,O,70,0,699,cs
1863,11,I,50,0,623,cs
1864,11,O,100,0,365,sc
1865,11,I,150,1,327,cs
1866,11,I,80,0,639,cs
1867,11,I,110,1,538,sc
1868,11,O,60,0,396,cs
1869,11,O,90,0,496,cs
1870,11,O,150,1,363,cs
1871,11,O,140,1,342,cs
1872,11,I,130,1,354,sc
1873,11,I,50,0,368,cs
1874,11,I,90,0,698,cs
1875,11,I,90,0,361,sc
1876,11,I,70,0,390,sc
1877,11,O,110,0,366,sc
1878,11,O,50,0,371,cs
1879,11,O,100,0,557,cs
1880,11,O,140,1,642,sc
1881,11,I,130,1,443,cs
1882,11,O,120,0,812,cs
1883,11,O,80,0,691,cs
1884,11,O,130,1,550,cs
1885,11,O,100,0,334,sc
1886,11,O,80,0,345,sc
1887,11,O,90,0,819,cs
1888,11,O,150,1,453,sc
1889,11,O,140,1,661,cs
1890,11,I,80,0,406,sc
1891,11,I,80,0,402,cs
1892,11,I,90,1,309,cs
1893,11,I,120,0,273,sc
1894,11,O,80,0,424,sc
1895,11,O,50,0,341,sc
1896,11,I,110,1,579,cs
1897,11,I,150,1,393,cs
1898,11,O,140,1,499,cs
1899,11,O,80,0,371,sc
1900,11,I,50,0,496,sc
1901,11,I,150,1,415,cs
1902,11,O,130,0,478,sc
1903,11,I,120,1,505,cs
1904,11,O,110,0,527,sc
1905,11,I,70,0,570,sc
1906,11,O,110,1,456,cs
1907,11,O,120,1,418,cs
1908,11,O,90,0,362,sc
1909,11,I,80,0,637,cs
1910,11,O,80,1,364,sc
1911,11,O,150,1,473,cs
1912,11,O,60,0,364,sc
1913,11,O,110,0,662,cs
1914,11,O,50,0,528,cs
1915,11,I,100,1,801,sc
1916,11,I,90,1,376,cs
1917,11,O,50,0,428,cs
1918,11,O,90,0,367,sc
1919,11,I,60,0,423,cs
1920,11,O,70,0,443,cs
1921,11,I,50,0,742,sc
1922,11,I,120,1,411,cs
1923,11,I,100,1,347,cs
1924,11,I,150,1,446,sc
1925,11,O,130,0,434,sc
1926,11,O,90,0,506,cs
1927,11,I,50,0,441,cs
1928,11,O,80,0,523,cs
1929,11,O,100,0,458,cs
1930,11,I,60,0,588,cs
1931,11,I,60,0,486,cs
1932,11,O,150,1,346,cs
1933,11,O,150,1,405,sc
1934,11,O,150,1,454,sc
1935,11,I,80,0,632,sc
1936,11,I,150,1,396,sc
1937,12,I,110,1,787,sc
1938,12,O,100,0,2073,sc
1939,12,I,140,1,946,cs
1940,12,O,50,0,846,cs
1941,12,I,100,1,1724,cs
1942,12,I,140,1,840,sc
1943,12,O,150,1,1053,sc
1944,12,I,150,1,577,sc
1945,12,O,50,0,451,sc
1946,12,I,50,0,973,sc
1947,12,O,50,0,682,sc
1948,12,O,120,1,487,sc
1949,12,O,150,1,608,sc
1950,12,O,50,0,746,cs
1951,12,O,110,1,2111,sc
1952,12,I,150,1,536,sc
1953,12,O,130,1,1383,sc
1954,12,I,120,1,794,sc
1955,12,I,60,0,1103,cs
1956,12,I,90,1,1045,cs
1957,12,O,150,1,615,cs
1958,12,O,110,1,1107,cs
1959,12,O,110,1,1610,sc
1960,12,O,50,0,515,sc
1961,12,O,80,0,972,cs
1962,12,O,100,0,1122,sc
1963,12,O,130,1,952,cs
1964,12,I,50,0,1016,cs
1965,12,O,130,1,761,sc
1966,12,I,110,1,633,cs
1967,12,I,70,0,827,sc
1968,12,I,80,0,1367,cs
1969,12,O,70,0,702,cs
1970,12,O,140,1,537,cs
1971,12,I,110,1,655,cs
1972,12,O,90,0,786,cs
1973,12,I,100,1,912,cs
1974,12,I,130,1,536,cs
1975,12,O,50,0,514,cs
1976,12,I,120,1,571,sc
1977,12,O,110,1,2217,cs
1978,12,O,70,0,639,sc
1979,12,I,70,0,870,cs
1980,12,I,150,1,573,cs
1981,12,O,50,0,591,sc
1982,12,I,120,1,666,cs
1983,12,O,100,0,3259,sc
1984,12,I,140,1,620,sc
1985,12,I,90,1,713,sc
1986,12,I,90,0,1063,sc
1987,12,I,110,1,580,sc
1988,12,I,100,1,684,sc
1989,12,I,90,1,703,sc
1990,12,I,50,0,611,sc
1991,12,I,80,0,1091,sc
1992,12,O,90,0,727,sc
1993,12,I,50,0,494,cs
1994,12,O,120,1,801,sc
1995,12,I,140,1,644,sc
1996,12,I,140,1,468,cs
1997,12,O,110,1,815,sc
1998,12,I,130,1,520,cs
1999,12,I,50,0,452,cs
2000,12,I,130,1,542,cs
2001,12,O,90,0,533,sc
2002,12,I,70,0,677,sc
2003,12,I,120,0,394,cs
2004,12,I,150,1,602,cs
2005,12,I,60,0,707,sc
2006,12,O,90,0,618,sc
2007,12,I,80,1,1481,sc
2008,12,I,70,0,475,sc
2009,12,O,140,1,492,sc
2010,12,I,110,1,609,cs
2011,12,O,130,1,618,cs
2012,12,I,80,0,1093,cs
2013,12,O,80,0,497,sc
2014,12,O,60,0,492,cs
2015,12,I,130,1,502,cs
2016,12,O,60,0,523,sc
2017,12,O,80,0,420,cs
2018,12,I,60,0,868,sc
2019,12,I,140,1,636,cs
2020,12,I,60,0,569,cs
2021,12,I,60,0,408,sc
2022,12,I,70,0,529,sc
2023,12,I,90,1,1713,sc
2024,12,I,150,1,406,cs
2025,12,I,60,0,653,sc
2026,12,I,130,1,475,sc
2027,12,I,130,1,653,sc
2028,12,I,80,0,1054,sc
2029,12,O,140,1,756,sc
2030,12,I,130,1,435,sc
2031,12,I,80,0,773,sc
2032,12,O,150,1,499,sc
2033,12,I,120,1,484,cs
2034,12,O,80,0,547,sc
2035,12,O,150,1,546,cs
2036,12,O,90,0,471,cs
2037,12,I,50,0,520,cs
2038,12,I,90,0,490,cs
2039,12,O,140,0,451,sc
2040,12,O,150,1,591,cs
2041,12,O,70,0,561,cs
2042,12,O,80,0,524,sc
2043,12,I,140,1,481,sc
2044,12,I,100,1,538,cs
2045,12,O,50,0,582,cs
2046,12,I,100,0,2311,cs
2047,12,O,100,0,578,cs
2048,12,I,120,1,808,sc
2049,12,I,110,1,601,sc
2050,12,O,120,1,552,cs
2051,12,O,70,0,459,sc
2052,12,O,130,1,854,cs
2053,12,O,100,0,691,cs
2054,12,O,60,0,543,cs
2055,12,O,110,0,803,cs
2056,12,I,100,1,1243,sc
2057,12,O,130,1,1279,sc
2058,12,O,60,0,508,sc
2059,12,O,60,0,495,sc
2060,12,O,130,0,458,cs
2061,12,O,140,1,1136,cs
2062,12,O,120,1,1217,cs
2063,12,I,100,1,516,sc
2064,12,O,70,0,512,cs
2065,12,I,150,1,530,cs
2066,12,O,80,0,558,cs
2067,12,I,50,0,697,sc
2068,12,O,60,0,510,sc
2069,12,O,140,1,541,sc
2070,12,O,100,0,882,cs
2071,12,O,120,1,1111,cs
2072,12,I,100,1,1287,sc
2073,12,O,70,0,721,sc
2074,12,I,120,1,494,sc
2075,12,I,120,1,507,cs
2076,12,I,150,1,462,sc
2077,12,O,130,1,837,sc
2078,12,O,140,1,610,cs
2079,12,I,130,1,693,sc
2080,12,I,110,1,487,sc
2081,12,I,70,0,812,cs
2082,12,O,120,0,1249,sc
2083,12,O,80,0,727,sc
2084,12,O,110,0,1379,sc
2085,12,O,90,0,836,sc
2086,12,O,60,0,466,cs
2087,12,O,80,0,622,cs
2088,12,O,70,0,426,cs
2089,12,I,60,0,977,cs
2090,12,O,120,1,1107,sc
2091,12,I,110,1,590,cs
2092,12,O,120,1,665,cs
2093,12,I,150,1,453,sc
2094,12,I,90,1,500,cs
2095,12,I,80,0,518,cs
2096,12,O,150,1,1467,sc
2097,12,O,90,0,1010,cs
2098,12,O,70,0,612,sc
2099,12,I,70,0,977,cs
2100,12,O,60,0,611,cs
2101,12,O,150,1,556,cs
2102,12,I,60,0,883,cs
2103,12,O,100,0,923,cs
2104,12,O,100,0,582,sc
2105,12,O,110,0,1174,cs
2106,12,I,70,0,789,cs
2107,12,O,90,0,579,cs
2108,12,I,80,0,1371,cs
2109,12,I,90,0,555,cs
2110,12,O,140,1,863,cs
2111,12,I,50,0,590,sc
2112,12,I,140,1,800,cs
2113,13,I,120,1,1202,cs
2114,13,I,80,0,1440,sc
2115,13,O,50,0,687,cs
2116,13,I,90,1,682,cs
2117,13,I,90,0,2915,sc
2118,13,I,70,0,1260,cs
2119,13,O,70,0,1193,cs
2120,13,I,70,0,878,sc
2121,13,O,80,0,608,sc
2122,13,O,110,0,7100,sc
2123,13,I,150,1,968,sc
2124,13,O,130,1,1333,sc
2125,13,O,130,1,1440,sc
2126,13,I,130,1,754,sc
2127,13,O,50,0,601,sc
2128,13,O,80,0,552,sc
2129,13,I,120,1,1204,cs
2130,13,O,120,0,1655,sc
2131,13,I,80,0,1216,sc
2132,13,I,50,0,777,sc
2133,13,I,100,1,1272,sc
2134,13,I,60,0,659,sc
2135,13,O,50,0,705,cs
2136,13,I,140,1,676,sc
2137,13,O,120,1,711,cs
2138,13,I,90,0,2442,cs
2139,13,O,90,0,664,sc
2140,13,I,150,1,654,cs
2141,13,O,110,0,1193,cs
2142,13,O,50,0,676,sc
2143,13,O,120,1,1834,cs
2144,13,I,60,0,794,cs
2145,13,I,90,1,958,cs
2146,13,I,60,0,789,sc
2147,13,I,80,0,519,sc
2148,13,I,100,1,1329,cs
2149,13,O,130,1,641,cs
2150,13,O,50,0,608,cs
2151,13,O,100,0,1283,cs
2152,13,I,50,0,541,cs
2153,13,I,50,0,540,cs
2154,13,O,90,0,1340,cs
2155,13,I,60,0,935,cs
2156,13,I,100,1,1497,cs
2157,13,O,80,0,687,cs
2158,13,I,50,0,1103,sc
2159,13,O,140,1,1638,sc
2160,13,O,80,0,1115,sc
2161,13,O,120,0,597,sc
2162,13,O,60,0,631,sc
2163,13,O,100,0,878,cs
2164,13,O,110,0,765,cs
2165,13,O,60,0,631,cs
2166,13,I,150,1,878,sc
2167,13,O,70,0,822,cs
2168,13,I,110,1,563,cs
2169,13,I,70,0,1170,sc
2170,13,I,80,0,1126,cs
2171,13,I,50,0,597,sc
2172,13,O,100,0,2161,sc
2173,13,I,90,1,2149,sc
2174,13,O,70,0,597,sc
2175,13,O,120,1,1384,cs
2176,13,O,90,0,665,sc
2177,13,O,140,1,969,sc
2178,13,I,80,0,721,cs
2179,13,O,70,0,586,sc
2180,13,O,100,0,845,sc
2181,13,O,110,0,855,sc
2182,13,O,80,0,564,sc
2183,13,I,110,1,963,sc
2184,13,I,140,1,575,sc
2185,13,O,60,0,935,sc
2186,13,O,120,1,1305,sc
2187,13,O,80,0,1520,cs
2188,13,O,60,0,675,cs
2189,13,O,130,1,1407,cs
2190,13,O,90,0,1362,sc
2191,13,I,120,1,2441,sc
2192,13,O,90,0,710,sc
2193,13,O,120,1,4287,sc
2194,13,O,140,1,619,cs
2195,13,I,130,1,867,sc
2196,13,I,140,1,834,sc
2197,13,I,60,0,2521,cs
2198,13,I,90,0,1902,sc
2199,13,O,130,1,912,cs
2200,13,I,130,1,856,cs
2201,13,O,110,0,1024,sc
2202,13,I,90,1,2093,cs
2203,13,I,70,0,906,cs
2204,13,O,70,0,632,sc
2205,13,O,130,1,1587,sc
2206,13,I,120,1,642,cs
2207,13,I,150,1,664,sc
2208,13,O,150,1,608,cs
2209,13,O,150,1,671,sc
2210,13,I,120,1,821,sc
2211,13,O,130,1,642,cs
2212,13,O,50,0,619,sc
2213,13,O,140,1,924,cs
2214,13,I,60,0,856,cs
2215,13,I,110,1,677,cs
2216,13,O,90,0,945,cs
2217,13,I,100,1,1407,sc
2218,13,O,140,1,574,cs
2219,13,I,80,0,912,cs
2220,13,I,110,1,810,sc
2221,13,I,110,1,698,sc
2222,13,I,150,1,518,cs
2223,13,I,110,1,924,cs
2224,13,I,90,0,811,sc
2225,13,O,70,0,833,cs
2226,13,O,120,1,709,cs
2227,13,I,140,1,575,cs
2228,13,I,120,1,687,cs
2229,13,I,150,1,597,cs
2230,13,O,80,0,709,cs
2231,13,O,110,0,1110,cs
2232,13,O,130,1,2195,sc
2233,13,O,100,0,1125,sc
2234,13,I,130,1,946,sc
2235,13,I,130,1,743,sc
2236,13,I,110,1,1755,sc
2237,13,I,120,1,1081,sc
2238,13,O,60,0,728,cs
2239,13,O,50,0,1149,cs
2240,13,I,150,1,901,sc
2241,13,O,150,1,856,sc
2242,13,I,130,1,598,cs
2243,13,O,50,0,743,sc
2244,13,O,100,0,575,sc
2245,13,O,110,0,1869,cs
2246,13,O,90,0,676,cs
2247,13,O,150,1,732,cs
2248,13,I,100,1,1724,sc
2249,13,I,70,0,1328,sc
2250,13,O,60,0,2769,sc
2251,13,I,70,0,642,cs
2252,13,I,70,0,1429,sc
2253,13,I,120,1,1047,sc
2254,13,O,140,1,1395,sc
2255,13,O,100,1,923,cs
2256,13,I,140,1,710,cs
2257,13,I,140,1,833,sc
2258,13,I,50,0,620,cs
2259,13,I,60,0,597,sc
2260,13,O,60,0,687,sc
2261,13,I,140,1,845,cs
2262,13,I,80,0,1874,sc
2263,13,O,90,0,1036,cs
2264,13,I,60,0,586,sc
2265,13,I,100,1,1284,sc
2266,13,I,130,1,586,cs
2267,13,O,150,1,799,sc
2268,13,O,60,0,575,cs
2269,13,O,110,0,878,sc
2270,13,I,130,1,720,cs
2271,13,I,70,0,743,cs
2272,13,I,50,0,608,sc
2273,13,I,80,0,687,cs
2274,13,O,100,0,1530,cs
2275,13,I,110,1,912,cs
2276,13,O,140,1,743,sc
2277,13,O,140,1,586,cs
2278,13,O,150,1,552,cs
2279,13,I,50,0,586,cs
2280,13,O,80,0,574,cs
2281,13,O,150,1,755,sc
2282,13,I,140,1,553,cs
2283,13,I,100,1,597,cs
2284,13,O,70,0,574,cs
2285,13,O,70,0,709,sc
2286,13,I,150,1,469,cs
2287,13,I,100,1,676,cs
2288,13,O,150,1,529,cs
2289,14,O,50,0,1572,sc
2290,14,I,120,1,1406,cs
2291,14,O,120,1,1007,sc
2292,14,I,60,0,2427,cs
2293,14,O,140,1,1472,sc
2294,14,O,120,1,3560,cs
2295,14,I,80,1,2598,cs
2296,14,O,50,0,1684,sc
2297,14,O,120,0,1830,cs
2298,14,O,150,1,1171,sc
2299,14,O,150,1,911,cs
2300,14,O,80,0,1340,sc
2301,14,O,60,0,1064,cs
2302,14,O,110,1,2783,cs
2303,14,O,140,1,810,cs
2304,14,I,150,1,914,sc
2305,14,O,120,1,940,sc
2306,14,I,130,1,727,sc
2307,14,I,90,1,945,cs
2308,14,I,50,0,996,cs
2309,14,I,150,1,814,cs
2310,14,O,60,0,777,sc
2311,14,O,130,1,607,sc
2312,14,I,70,0,953,sc
2313,14,O,150,1,655,sc
2314,14,O,100,0,3692,sc
2315,14,O,110,1,1320,sc
2316,14,O,120,1,984,cs
2317,14,O,100,0,1191,cs
2318,14,I,150,1,848,sc
2319,14,O,120,1,1985,sc
2320,14,O,130,1,1377,sc
2321,14,I,120,1,1397,sc
2322,14,I,120,1,771,cs
2323,14,I,70,0,1085,sc
2324,14,I,140,1,843,cs
2325,14,O,50,0,1089,sc
2326,14,I,110,1,1154,sc
2327,14,I,120,1,603,sc
2328,14,I,110,1,601,cs
2329,14,I,70,0,1733,cs
2330,14,O,110,1,1677,sc
2331,14,I,150,1,548,cs
2332,14,I,100,0,1618,cs
2333,14,O,100,0,1741,sc
2334,14,O,70,0,1448,cs
2335,14,I,90,1,2943,sc
2336,14,O,100,0,833,sc
2337,14,I,100,1,1911,sc
2338,14,O,60,0,610,sc
2339,14,I,130,1,634,sc
2340,14,O,110,0,1008,sc
2341,14,I,150,1,600,sc
2342,14,I,80,0,1910,sc
2343,14,O,60,0,2179,cs
2344,14,I,90,1,2150,cs
2345,14,O,90,0,3847,cs
2346,14,O,110,0,2638,sc
2347,14,O,130,1,990,cs
2348,14,I,60,0,981,sc
2349,14,O,70,0,595,cs
2350,14,I,80,0,1073,sc
2351,14,I,80,0,2095,sc
2352,14,O,140,1,1044,cs
2353,14,I,140,1,536,sc
2354,14,I,90,0,1444,cs
2355,14,O,80,0,1174,cs
2356,14,I,70,0,1157,cs
2357,14,I,130,1,626,cs
2358,14,I,110,1,1064,sc
2359,14,O,50,0,990,cs
2360,14,I,140,1,793,sc
2361,14,I,100,1,1275,cs
2362,14,O,100,0,1370,cs
2363,14,I,140,1,636,cs
2364,14,I,130,1,662,sc
2365,14,I,60,0,993,cs
2366,14,O,110,1,1622,cs
2367,14,I,110,1,1305,cs
2368,14,I,70,0,2581,cs
2369,14,I,150,1,1945,sc
2370,14,I,130,1,504,cs
2371,14,I,50,0,845,cs
2372,14,I,50,0,883,sc
2373,14,I,100,1,739,sc
2374,14,O,80,0,1227,sc
2375,14,I,60,0,1196,cs
2376,14,O,70,0,931,sc
2377,14,O,80,0,790,cs
2378,14,O,70,0,997,sc
2379,14,I,130,1,835,cs
2380,14,O,50,0,1042,cs
2381,14,O,110,1,2313,cs
2382,14,O,70,0,839,cs
2383,14,O,70,0,717,sc
2384,14,O,130,1,923,cs
2385,14,O,150,1,500,cs
2386,14,I,50,0,953,sc
2387,14,O,80,0,766,sc
2388,14,I,80,0,1107,cs
2389,14,I,50,0,757,cs
2390,14,I,140,1,725,sc
2391,14,I,60,0,1209,sc
2392,14,I,60,0,724,sc
2393,14,I,110,1,833,sc
2394,14,I,140,1,601,cs
2395,14,I,70,0,991,sc
2396,14,O,60,0,491,cs
2397,14,I,110,1,761,cs
2398,14,I,130,1,602,cs
2399,14,I,110,1,549,sc
2400,14,O,90,0,779,sc
2401,14,O,60,0,521,sc
2402,14,I,80,0,1769,cs
2403,14,O,90,0,2313,cs
2404,14,I,90,0,2578,sc
2405,14,O,150,1,498,sc
2406,14,I,70,0,776,sc
2407,14,I,140,1,583,cs
2408,14,O,90,0,1163,sc
2409,14,O,90,0,611,sc
2410,14,O,110,0,1465,cs
2411,14,O,60,0,983,sc
2412,14,O,140,1,1048,cs
2413,14,I,100,1,632,sc
2414,14,O,80,0,546,sc
2415,14,O,140,1,2044,cs
2416,14,I,130,1,561,sc
2417,14,O,100,0,1223,sc
2418,14,I,120,1,549,cs
2419,14,O,80,0,742,cs
2420,14,I,60,0,880,cs
2421,14,I,100,1,1191,sc
2422,14,O,90,0,750,sc
2423,14,I,90,0,1204,sc
2424,14,O,140,1,505,sc
2425,14,O,50,0,1068,cs
2426,14,I,90,0,1211,sc
2427,14,O,70,0,1161,sc
2428,14,O,100,0,504,cs
2429,14,I,50,0,710,sc
2430,14,O,120,0,746,cs
2431,14,O,150,1,628,cs
2432,14,O,90,0,733,cs
2433,14,I,100,1,815,cs
2434,14,O,130,1,696,cs
2435,14,I,80,0,1120,cs
2436,14,I,50,0,604,cs
2437,14,I,70,0,734,cs
2438,14,O,90,0,688,cs
2439,14,O,120,1,1101,sc
2440,14,O,70,0,997,cs
2441,14,O,140,1,1290,sc
2442,14,I,100,1,1277,cs
2443,14,O,150,1,912,cs
2444,14,I,120,1,491,sc
2445,14,O,50,0,836,cs
2446,14,I,50,0,1058,sc
2447,14,I,80,0,1133,sc
2448,14,O,80,0,594,cs
2449,14,I,150,1,690,cs
2450,14,I,120,1,499,sc
2451,14,I,150,1,512,cs
2452,14,I,140,1,591,sc
2453,14,O,60,0,3138,cs
2454,14,O,130,1,1154,cs
2455,14,O,150,1,470,sc
2456,14,O,130,1,422,sc
2457,14,O,130,1,967,sc
2458,14,I,110,1,2186,cs
2459,14,O,50,0,925,sc
2460,14,I,90,0,1679,cs
2461,14,O,100,0,936,cs
2462,14,I,120,1,2508,cs
2463,14,I,60,0,1107,sc
2464,14,O,140,1,808,sc
2465,15,I,150,1,2357,sc
2466,15,O,70,0,1052,sc
2467,15,I,130,1,987,cs
2468,15,O,120,1,638,sc
2469,15,O,70,0,592,sc
2470,15,I,80,1,2699,cs
2471,15,O,70,0,1212,sc
2472,15,I,150,1,884,cs
2473,15,O,150,1,1254,cs
2474,15,I,140,1,949,sc
2475,15,I,110,1,509,cs
2476,15,I,100,1,642,sc
2477,15,O,60,0,687,cs
2478,15,I,140,1,550,cs
2479,15,I,140,1,441,sc
2480,15,O,140,1,826,sc
2481,15,O,100,0,1102,sc
2482,15,I,70,0,3049,sc
2483,15,I,120,1,771,sc
2484,15,O,90,0,729,sc
2485,15,I,110,1,740,sc
2486,15,O,90,0,600,sc
2487,15,I,70,0,708,sc
2488,15,O,110,0,1278,sc
2489,15,I,50,0,834,sc
2490,15,I,110,1,786,sc
2491,15,O,50,0,762,cs
2492,15,O,100,0,916,sc
2493,15,I,70,0,2387,sc
2494,15,I,60,0,1113,cs
2495,15,O,50,0,651,sc
2496,15,I,130,1,688,sc
2497,15,I,90,1,579,cs
2498,15,O,150,1,656,sc
2499,15,O,80,0,874,cs
2500,15,O,60,0,484,cs
2501,15,O,90,0,652,sc
2502,15,I,130,1,401,sc
2503,15,O,150,1,515,sc
2504,15,O,130,1,493,cs
2505,15,I,150,1,388,sc
2506,15,I,50,0,845,cs
2507,15,I,110,0,936,sc
2508,15,O,50,0,624,cs
2509,15,O,140,1,631,cs
2510,15,O,110,0,2405,cs
2511,15,I,80,0,1774,cs
2512,15,I,110,1,564,cs
2513,15,O,140,1,486,cs
2514,15,I,80,0,784,sc
2515,15,O,120,1,570,cs
2516,15,I,110,1,850,sc
2517,15,I,140,1,555,cs
2518,15,O,70,0,575,cs
2519,15,I,70,0,1307,cs
2520,15,I,50,0,565,cs
2521,15,I,140,1,611,sc
2522,15,I,60,0,788,cs
2523,15,O,70,0,698,sc
2524,15,I,90,0,1073,sc
2525,15,O,80,0,1967,sc
2526,15,I,50,0,3246,cs
2527,15,O,80,0,853,cs
2528,15,I,130,1,468,cs
2529,15,O,130,1,498,cs
2530,15,O,100,1,543,cs
2531,15,O,130,1,661,cs
2532,15,O,90,0,682,cs
2533,15,O,100,0,617,cs
2534,15,I,80,0,1580,sc
2535,15,I,150,1,558,cs
2536,15,I,120,1,614,cs
2537,15,O,60,0,559,cs
2538,15,I,120,1,574,sc
2539,15,O,110,0,1009,cs
2540,15,I,140,1,542,cs
2541,15,O,80,0,589,sc
2542,15,O,100,0,440,sc
2543,15,I,70,0,1005,cs
2544,15,I,50,0,467,cs
2545,15,O,130,1,1669,sc
2546,15,I,90,1,1005,cs
2547,15,I,120,1,414,cs
2548,15,O,50,0,478,cs
2549,15,I,150,1,589,sc
2550,15,I,60,0,823,sc
2551,15,O,110,0,597,sc
2552,15,I,80,1,2641,cs
2553,15,I,60,0,600,cs
2554,15,O,80,0,1088,cs
2555,15,O,150,1,1080,cs
2556,15,I,140,1,533,cs
2557,15,O,130,1,2178,sc
2558,15,I,60,0,569,sc
2559,15,O,50,0,613,cs
2560,15,I,80,0,1486,cs
2561,15,O,110,0,1735,cs
2562,15,I,90,1,2402,cs
2563,15,O,130,1,1034,sc
2564,15,I,130,1,616,cs
2565,15,O,120,1,1321,sc
2566,15,O,150,1,553,sc
2567,15,O,110,0,603,sc
2568,15,O,60,0,513,sc
2569,15,I,100,1,590,cs
2570,15,O,90,0,635,cs
2571,15,I,70,0,996,sc
2572,15,O,120,1,603,cs
2573,15,O,70,0,460,cs
2574,15,I,130,1,638,sc
2575,15,O,70,0,498,cs
2576,15,O,90,0,389,cs
2577,15,I,110,1,548,cs
2578,15,O,140,0,550,sc
2579,15,O,110,0,463,sc
2580,15,O,150,0,400,sc
2581,15,I,120,1,742,cs
2582,15,O,130,0,435,sc
2583,15,I,90,1,657,cs
2584,15,I,150,1,625,sc
2585,15,O,90,0,901,cs
2586,15,O,100,0,697,cs
2587,15,O,80,0,541,sc
2588,15,I,100,1,2225,sc
2589,15,O,150,1,1256,cs
2590,15,I,140,1,691,sc
2591,15,I,100,1,1052,cs
2592,15,O,120,1,731,cs
2593,15,I,120,1,474,sc
2594,15,O,50,0,511,sc
2595,15,O,80,0,570,sc
2596,15,I,50,0,1516,sc
2597,15,O,150,1,4025,cs
2598,15,I,60,0,747,cs
2599,15,I,130,1,638,cs
2600,15,I,110,1,542,cs
2601,15,I,70,0,626,cs
2602,15,I,100,1,876,sc
2603,15,I,150,1,584,cs
2604,15,O,120,1,704,sc
2605,15,O,140,1,506,cs
2606,15,O,80,0,659,cs
2607,15,I,120,1,595,sc
2608,15,I,100,1,608,cs
2609,15,O,60,0,812,cs
2610,15,I,50,0,12320,sc
2611,15,O,60,0,1927,sc
2612,15,O,120,1,586,cs
2613,15,I,90,1,749,sc
2614,15,O,140,1,441,sc
2615,15,I,50,0,628,sc
2616,15,I,60,0,477,sc
2617,15,O,130,1,8291,cs
2618,15,O,100,0,586,sc
2619,15,O,140,1,1203,sc
2620,15,I,150,1,407,cs
2621,15,O,60,0,524,sc
2622,15,O,70,0,686,cs
2623,15,O,90,0,547,sc
